Matricula,Nome,CPF,Idade,Genero,EstadoCivil,PortadorNecessidadesEspeciais,PossuiCriancaMenorQue4anos,GrauEscolaridade,AreaFormacao,TreinamentoUltimoAno,Cargo,NivelCargo,AnosEmpresa,AnosCargoAtual,TipoProjeto,HorarioFlexivel,ViagemNegocios,OportunidadeUsarPlenamenteHabilidadesTrabalho,Departamento,AnosAtualGestor,Salario,PercepcaoValorBeneficios,AnosDesdeUltimaPromocao,RecebeuParticipacaoLucrosResultadosUltimos3anos,DistanciaCasa,TipoTransporte,ModalidadeTrabalho,SatisfacaoGestor,SatisfacaoRelacionamentoColegas,SatisfaçãoTrabalho,NívelEnvolvimentoTrabalho,AvaliacaoDesempenho,Absenteismo,HoraExtra,EquilíbrioEntreVidaProfissionalPessoal,Demitido
1236,Alexandre Fernandes Nascimento,666.284.541-85,31,Masculino,Casado,Sim,Não,3,Recursos Humanos,1,Analista de RH,2,2,2,Outros,Sim,Raramente_Viaja,1,Recursos Humanos,0,6410,1,1,Não,2,Carro Próprio,Presencial,1,4,1,2,3,3,Não,3,Não
1237,Mateus Mendes Guimarães,004.603.652-07,31,Masculino,Divorciado,Não,Não,4,Ciência da Computação,2,Engenheiro(a) de Machine Learning,1,2,2,Inovação,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),2,3503.5,2,2,Não,2,Outro,Remoto,3,2,4,3,3,0,Sim,1,Não
1238,Larissa Melo Dias,380.281.207-76,50,Feminino,Solteiro,Não,Não,3,Marketing,3,Executivo(a) de Contas,3,2,2,Outros,Não,Frequentemente_Viaja,3,Vendas,1,9208,3,2,Não,12,Carro Próprio,Presencial,3,4,4,3,3,4,Não,3,Não
1239,Francisca Bastos Peixoto,456.486.349-51,31,Feminino,Divorciado,Não,Não,3,Marketing,5,SDR (Sales Development Representative),1,2,2,Inovação,Sim,Frequentemente_Viaja,1,Vendas,2,3346.8,4,2,Não,5,Outro,Presencial,1,3,2,3,3,0,Não,2,Não
1240,Breno Martins Rodrigues,014.119.309-32,22,Masculino,Casado,Não,Não,1,Curso Técnico,2,Analista de QA,1,2,1,Inovação,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),1,3027.6,3,2,Não,2,Outro,Remoto,4,3,4,3,3,0,Não,3,Não
1241,Gabriela Correia Almeida,457.451.426-42,49,Feminino,Divorciado,Não,Não,3,Bioinformática,2,Analista de QA,1,2,2,Sustentação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),2,3104.4,1,2,Não,16,Carro Próprio,Remoto,1,2,1,3,3,0,Sim,2,Não
1242,Heitor Gomes Lopes,252.480.336-83,20,Masculino,Solteiro,Não,Não,1,Ciência da Computação,3,SDR (Sales Development Representative),1,2,2,Outros,Sim,Raramente_Viaja,2,Vendas,2,3273.6,4,0,Não,9,Carro Próprio,Remoto,2,1,1,3,3,0,Não,3,Não
1243,Leonardo Nascimento Gomes,093.446.024-84,22,Masculino,Casado,Não,Não,1,Bioinformática,6,Engenheiro(a) de Machine Learning,1,2,2,Inovação,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),2,3019.9,1,2,Não,19,Transporte público,Remoto,4,1,4,3,4,0,Não,3,Não
1244,Nicolas Campos Borges,091.227.708-44,27,Masculino,Divorciado,Não,Não,3,Bioinformática,1,Engenheiro(a) de Machine Learning,1,2,2,Inovação,Sim,Nao_Viaja,2,Pesquisa e Desenvolvimento (P&D),2,2631.2,4,2,Não,9,Outro,Presencial,2,4,2,3,3,3,Não,1,Sim
1245,Daniela Azevedo Monteiro,934.440.732-08,20,Feminino,Solteiro,Não,Não,3,Bioinformática,3,SDR (Sales Development Representative),1,2,2,Inovação,Não,Raramente_Viaja,4,Vendas,2,3339.6,3,2,Não,2,Transporte público,Remoto,3,1,3,3,3,0,Não,3,Não
1246,Luiz Correia Lima,172.939.975-40,59,Masculino,Casado,Não,Não,2,Bioinformática,2,Analista de RH,1,2,2,Outros,Não,Raramente_Viaja,2,Recursos Humanos,2,2267,1,2,Não,6,Carro Próprio,Presencial,2,4,3,3,3,0,Não,2,Não
1247,Terezinha Cunha Monteiro,589.231.650-50,52,Feminino,Solteiro,Não,Não,3,Ciência da Computação,3,Analista de QA,1,2,2,Inovação,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),2,3854.4,4,2,Não,2,Outro,Presencial,4,2,4,2,3,4,Não,2,Sim
1248,Rodrigo Pereira Campos,335.511.228-30,48,Masculino,Casado,Não,Não,5,Bioinformática,3,Gerente de Projetos,4,2,2,Sustentação,Sim,Frequentemente_Viaja,4,Pesquisa e Desenvolvimento (P&D),2,15202,2,2,Não,4,Carro Próprio,Remoto,3,2,4,2,4,0,Não,3,Sim
1249,André Fernandes Castro,183.402.122-73,41,Masculino,Solteiro,Não,Não,2,Ciência da Computação,2,Executivo(a) de Contas,3,2,0,Outros,Sim,Raramente_Viaja,2,Vendas,2,7082,1,0,Não,23,Outro,Remoto,2,4,3,3,3,0,Sim,3,Não
1250,Tatiane Lopes Peixoto,919.603.059-30,56,Feminino,Divorciado,Não,Não,3,Ciência da Computação,3,Engenheiro(a) de Machine Learning,1,2,2,Inovação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),2,5534.1,1,2,Não,8,Transporte público,Presencial,1,3,1,3,3,0,Sim,3,Sim
1251,Isabela Borges Moraes,852.986.469-72,38,Feminino,Solteiro,Não,Não,2,Ciência da Computação,3,Analista de QA,1,2,2,Sustentação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),1,2745.6,2,2,Não,9,Transporte público,Remoto,3,3,4,3,3,1,Não,3,Não
1252,Lucas Araújo Nunes,896.656.558-17,21,Masculino,Solteiro,Não,Não,1,Bioinformática,6,SDR (Sales Development Representative),1,2,2,Outros,Sim,Raramente_Viaja,1,Vendas,2,2856,1,1,Não,5,Carro Próprio,Presencial,2,4,1,3,3,0,Sim,3,Não
1253,Bernardo Ferreira Dias,919.850.156-92,27,Masculino,Casado,Não,Não,1,Curso Técnico,1,Diretor(a) de Operações,2,2,2,Outros,Sim,Frequentemente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,7736.4,2,2,Não,1,Outro,Presencial,1,3,1,2,3,0,Não,3,Sim
1254,Samuel Melo Teixeira,637.121.170-60,40,Masculino,Solteiro,Não,Não,4,Ciência da Computação,2,Engenheiro(a) de Machine Learning,1,2,2,Inovação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),2,3651.7,4,2,Não,2,Carro Próprio,Remoto,3,4,3,2,3,0,Não,3,Sim
1255,Terezinha Monteiro Costa,353.085.313-58,31,Feminino,Casado,Não,Sim,3,Ciência da Computação,2,Executivo(a) de Contas,2,2,2,Outros,Não,Raramente_Viaja,2,Vendas,2,4559,4,2,Não,20,Outro,Presencial,3,3,3,1,3,0,Sim,3,Sim
1256,Vanessa Gomes Moreira,620.076.761-09,20,Feminino,Solteiro,Não,Não,3,Ciência da Computação,5,Analista de QA,1,1,0,Sustentação,Não,Frequentemente_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,3511.2,4,1,Não,6,Transporte público,Presencial,3,2,4,2,3,3,Sim,3,Sim
1257,Pedro Henrique Soares Freitas,812.953.755-91,26,Masculino,Solteiro,Não,Não,3,Ciência da Computação,2,Analista de QA,1,1,0,Inovação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),1,2751.6,3,0,Não,25,Outro,Remoto,4,3,3,1,3,4,Não,2,Não
1258,Michele Carvalho Campos,719.206.927-20,42,Feminino,Casado,Não,Não,5,Bioinformática,6,Diretor(a) de Tecnologia,3,1,0,Outros,Sim,Frequentemente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,17148.3,3,0,Não,26,Carro Próprio,Presencial,1,3,1,3,3,4,Sim,3,Sim
1259,Daniel Pereira Araújo,711.398.681-10,48,Masculino,Solteiro,Não,Não,2,Curso Técnico,4,Analista de QA,1,1,0,Inovação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,3070.8,1,0,Não,2,Carro Próprio,Presencial,2,3,2,4,3,1,Não,2,Não
1260,Guilherme Ramos Barbosa,876.949.686-21,49,Masculino,Casado,Não,Não,2,Bioinformática,2,Gerente de Projetos,5,1,0,Sustentação,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),0,18711,1,0,Não,4,Outro,Remoto,4,3,3,2,3,0,Não,4,Sim
1261,Pedro Henrique Campos Siqueira,312.921.586-70,48,Masculino,Solteiro,Não,Não,3,Ciência da Computação,3,Diretor(a) de Tecnologia,5,1,0,Outros,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),0,23744.5,2,0,Não,1,Transporte público,Remoto,3,3,4,2,3,0,Não,4,Não
1262,Terezinha Ribeiro Cardoso,053.929.461-60,34,Feminino,Casado,Não,Não,3,Curso Técnico,5,Engenheiro(a) de Machine Learning,1,1,0,Sustentação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,3360.5,4,0,Não,20,Outro,Remoto,3,4,3,4,3,0,Não,2,Não
1263,Hugo Cunha Pereira,918.278.264-44,36,Masculino,Casado,Não,Não,3,Bioinformática,0,Engenheiro(a) de Machine Learning,1,1,0,Sustentação,Não,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,4404.4,3,0,Não,9,Outro,Presencial,2,1,3,2,3,3,Sim,2,Sim
1264,Claudia Cunha Vieira,208.670.359-78,19,Feminino,Solteiro,Não,Não,3,Ciência da Computação,2,Engenheiro(a) de Machine Learning,1,1,0,Inovação,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),1,3892.2,2,0,Não,25,Carro Próprio,Remoto,3,4,4,4,3,2,Sim,3,Não
1265,Daniel Bastos Guimarães,332.987.150-42,23,Masculino,Casado,Não,Não,2,Ciência da Computação,2,Engenheiro(a) de Machine Learning,1,1,0,Sustentação,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),1,1589.9,2,0,Não,1,Transporte público,Presencial,2,4,3,3,4,0,Não,3,Sim
1266,Matheus Ribeiro Silva,116.543.310-90,44,Masculino,Divorciado,Não,Não,3,Ciência da Computação,0,Analista de QA,1,1,0,Sustentação,Sim,Frequentemente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,3793.2,4,0,Não,24,Outro,Presencial,3,4,3,3,4,0,Sim,1,Não
1267,Sueli Martins Correia,253.584.137-15,33,Feminino,Solteiro,Não,Sim,3,Marketing,2,SDR (Sales Development Representative),1,1,0,Outros,Sim,Raramente_Viaja,2,Vendas,0,3421.2,4,0,Não,5,Outro,Presencial,2,2,3,3,3,0,Sim,3,Não
1268,Bruna Silva Martins,330.437.126-50,39,Feminino,Casado,Não,Não,2,Bioinformática,3,Executivo(a) de Contas,2,1,0,Outros,Não,Raramente_Viaja,3,Vendas,0,5238,1,0,Não,3,Transporte público,Presencial,4,1,3,3,3,0,Sim,2,Sim
1269,Thiago Almeida Teixeira,392.124.984-85,19,Masculino,Solteiro,Não,Não,3,Ciência da Computação,3,Analista de QA,1,1,0,Inovação,Não,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,1322.4,4,1,Não,2,Transporte público,Remoto,3,3,4,2,4,0,Não,2,Não
1270,Marcia Oliveira Pereira,590.532.392-51,21,Feminino,Solteiro,Não,Não,3,Ciência da Computação,0,SDR (Sales Development Representative),1,1,0,Outros,Não,Raramente_Viaja,3,Vendas,0,3259.2,4,0,Não,12,Outro,Remoto,1,4,2,4,3,4,Não,3,Não
1271,Mateus Barbosa Azevedo,415.351.662-74,38,Masculino,Casado,Não,Não,4,Ciência da Computação,3,Diretor(a) de Operações,2,1,0,Outros,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,11795.4,3,0,Não,2,Outro,Presencial,3,2,3,3,3,0,Não,3,Sim
1272,Samuel Rocha Ribeiro,320.818.949-47,37,Masculino,Divorciado,Não,Não,3,Bioinformática,5,Diretor(a) de Operações,3,1,0,Outros,Não,Frequentemente_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,15072,2,0,Não,10,Outro,Presencial,4,2,3,3,3,2,Não,3,Não
1273,Bernardo Araújo Fernandes,486.020.517-00,35,Masculino,Casado,Não,Não,2,Ciência da Computação,1,Diretor(a) de Operações,2,1,0,Outros,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),1,10648.8,3,0,Não,23,Carro Próprio,Presencial,2,1,3,2,3,0,Sim,3,Sim
1274,Cauã Lopes Souza,138.847.209-02,38,Masculino,Casado,Sim,Não,1,Bioinformática,2,Arquiteto(a) de Soluções,2,1,0,Inovação,Não,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,8441.35,1,0,Não,29,Carro Próprio,Remoto,2,2,1,3,3,3,Sim,3,Não
1275,Nicolas Cavalcanti Carvalho,771.516.590-59,59,Masculino,Casado,Não,Não,3,Ciência da Computação,6,Engenheiro(a) de Machine Learning,1,1,0,Inovação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,2830.1,3,0,Não,3,Outro,Remoto,3,1,4,2,3,3,Não,3,Não
1276,Arthur Ribeiro Pereira,065.893.402-34,51,Masculino,Casado,Não,Não,3,Ciência da Computação,0,Engenheiro(a) de Machine Learning,1,1,0,Sustentação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,3539.9,4,0,Não,1,Transporte público,Remoto,4,2,4,3,3,4,Não,2,Não
1277,Daniela Duarte Carvalho,488.862.941-23,58,Feminino,Casado,Não,Não,3,Bioinformática,3,Engenheiro(a) de Machine Learning,1,1,0,Inovação,Não,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,4349.8,1,0,Não,9,Transporte público,Presencial,3,2,2,2,4,3,Sim,2,Sim
1278,Arthur Rocha Teixeira,665.383.091-86,51,Masculino,Casado,Não,Não,4,Bioinformática,2,Diretor(a) de Operações,2,1,0,Outros,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),0,11037.6,3,0,Não,7,Transporte público,Presencial,3,3,3,2,3,0,Não,3,Não
1279,Henrique Costa Siqueira,088.463.884-70,29,Masculino,Solteiro,Não,Não,2,Ciência da Computação,3,Engenheiro(a) de Machine Learning,1,1,0,Sustentação,Não,Frequentemente_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,3170.7,3,1,Não,24,Carro Próprio,Remoto,4,2,4,2,4,0,Sim,2,Não
1280,Cauã Mendes Melo,404.048.881-43,50,Masculino,Casado,Não,Não,3,Marketing,2,Gerente de Projetos,5,1,0,Inovação,Sim,Raramente_Viaja,2,Vendas,0,19331,3,0,Não,9,Outro,Remoto,3,3,3,3,3,3,Sim,3,Não
1281,Nicolas Ferreira Castro,543.193.710-38,42,Masculino,Solteiro,Não,Não,2,Outros ,2,Gerente de Projetos,5,1,0,Inovação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),1,19613,3,0,Não,9,Outro,Remoto,3,4,4,2,4,1,Não,3,Não
1282,Arthur Andrade Campos,193.418.676-73,42,Masculino,Solteiro,Não,Não,4,Outros ,6,Arquiteto(a) de Soluções,2,1,0,Sustentação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,8577.96,2,0,Não,2,Carro Próprio,Presencial,4,2,4,2,4,0,Não,3,Sim
1283,Davi Almeida Nunes,319.735.762-01,41,Masculino,Divorciado,Não,Não,2,Ciência da Computação,2,Engenheiro(a) de Machine Learning,2,1,0,Sustentação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,3993.6,2,0,Não,19,Transporte público,Presencial,2,1,1,3,3,0,Não,2,Sim
1284,Maria Mendes Araújo,669.289.380-13,41,Feminino,Solteiro,Não,Não,3,Ciência da Computação,3,Gerente de Projetos,3,1,0,Inovação,Sim,Raramente_Viaja,3,Vendas,0,13591,2,0,Não,6,Outro,Remoto,4,3,4,3,3,0,Sim,3,Não
1285,Pedro Teixeira Nascimento,608.822.260-37,27,Masculino,Divorciado,Não,Não,3,Bioinformática,2,Engenheiro(a) de Machine Learning,1,1,1,Sustentação,Sim,Nao_Viaja,3,Pesquisa e Desenvolvimento (P&D),1,3335.8,4,0,Não,3,Carro Próprio,Remoto,4,4,3,2,3,1,Sim,2,Sim
1286,Mariana Costa Araújo,356.006.433-30,19,Feminino,Solteiro,Não,Não,1,Bioinformática,3,Analista de QA,1,1,0,Inovação,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),0,1779.6,2,0,Não,3,Transporte público,Remoto,2,4,2,3,3,1,Não,3,Não
1287,Juliana Vieira Pereira,449.003.254-49,34,Feminino,Divorciado,Não,Não,4,Ciência da Computação,3,Engenheiro(a) de Machine Learning,2,1,0,Sustentação,Não,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),0,5856.5,2,0,Não,6,Carro Próprio,Presencial,1,3,2,2,3,0,Não,3,Sim
1288,Simone Teixeira Nascimento,880.788.061-08,36,Feminino,Divorciado,Não,Não,2,Ciência da Computação,2,Analista de QA,1,1,0,Sustentação,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),0,3402,4,0,Não,3,Outro,Remoto,4,1,4,3,4,0,Não,3,Sim
1289,José Melo Costa,913.023.794-70,60,Masculino,Divorciado,Não,Não,4,Bioinformática,2,Arquiteto(a) de Soluções,3,1,0,Sustentação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,10883,2,0,Não,1,Transporte público,Presencial,4,3,4,1,4,0,Não,4,Sim
1290,Mariana Lopes Freitas,304.257.617-54,43,Feminino,Casado,Não,Não,3,Ciência da Computação,1,Arquiteto(a) de Soluções,3,1,0,Inovação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,9985,3,0,Não,7,Outro,Remoto,1,1,1,3,3,0,Não,2,Não
1291,Thiago Viana Vieira,068.701.854-41,36,Masculino,Casado,Não,Não,4,Ciência da Computação,2,Analista de QA,1,1,0,Sustentação,Não,Frequentemente_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,4425.6,1,0,Não,18,Outro,Remoto,3,4,4,4,3,4,Não,3,Não
1292,Juliana Oliveira Ramos,061.461.623-96,40,Feminino,Casado,Não,Não,2,Ciência da Computação,3,Diretor(a) de Operações,2,1,0,Outros,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),0,11728.8,2,0,Não,8,Outro,Remoto,2,2,1,3,3,0,Sim,3,Não
1293,Sergio Miranda Rocha,288.238.064-02,37,Masculino,Divorciado,Não,Não,2,Ciência da Computação,2,Arquiteto(a) de Soluções,2,1,0,Sustentação,Sim,Nao_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,6531.2,3,0,Não,2,Carro Próprio,Presencial,4,4,4,2,3,0,Não,4,Não
1294,Heitor Monteiro Santos,395.410.030-44,32,Masculino,Solteiro,Não,Não,1,Ciência da Computação,2,Engenheiro(a) de Machine Learning,1,1,0,Sustentação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,3842.8,4,0,Não,1,Carro Próprio,Remoto,2,4,1,3,3,0,Não,3,Não
1295,Carlos Carvalho Guimarães,198.911.110-67,35,Masculino,Solteiro,Não,Não,4,Ciência da Computação,5,Arquiteto(a) de Soluções,2,1,1,Inovação,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),0,8273.1,1,0,Não,9,Carro Próprio,Presencial,1,3,2,2,3,1,Não,3,Sim
1296,Bruna Moraes Soares,156.667.059-46,42,Feminino,Solteiro,Não,Não,5,Ciência da Computação,2,Diretor(a) de Tecnologia,4,1,0,Outros,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,20789.6,3,0,Não,23,Transporte público,Remoto,4,2,4,3,3,0,Não,3,Não
1297,Elaine Lopes Silva,331.872.757-10,46,Feminino,Casado,Não,Não,4,Bioinformática,2,Diretor(a) de Operações,2,1,0,Outros,Sim,Nao_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,9464.4,3,0,Não,7,Carro Próprio,Presencial,4,3,3,3,3,0,Não,4,Sim
1298,Manoel Correia Moreira,549.013.141-14,55,Masculino,Casado,Não,Não,2,Ciência da Computação,4,Executivo(a) de Contas,3,1,0,Inovação,Sim,Raramente_Viaja,3,Vendas,0,10239,3,1,Não,1,Outro,Remoto,3,4,4,3,3,3,Não,3,Não
1299,Pedro Rocha Vieira,173.114.650-79,47,Masculino,Casado,Não,Não,4,Marketing,3,Executivo(a) de Contas,2,1,0,Inovação,Sim,Nao_Viaja,1,Vendas,0,4978,3,0,Não,2,Outro,Remoto,1,4,2,3,3,4,Não,1,Não
1300,Juliana Nunes Martins,328.970.734-20,36,Feminino,Solteiro,Não,Não,5,Bioinformática,6,Executivo(a) de Contas,2,1,0,Inovação,Sim,Nao_Viaja,4,Vendas,0,6653,3,0,Não,1,Carro Próprio,Remoto,4,2,4,3,3,0,Não,3,Não
1301,Raimundo Carvalho Araújo,989.526.979-01,31,Masculino,Solteiro,Não,Não,4,Bioinformática,4,Engenheiro(a) de Machine Learning,1,1,1,Inovação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,3251.3,2,1,Não,1,Outro,Remoto,3,2,2,3,3,0,Não,3,Sim
1302,André Viana Correia,616.197.686-23,45,Masculino,Divorciado,Não,Não,3,Ciência da Computação,2,Engenheiro(a) de Machine Learning,3,1,0,Inovação,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),0,12641.2,1,0,Não,7,Transporte público,Remoto,1,3,1,3,3,0,Não,3,Não
1303,Vanessa Mendes Castro,652.380.319-80,29,Feminino,Divorciado,Não,Não,3,Curso Técnico,2,Engenheiro(a) de Machine Learning,1,1,0,Sustentação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,2741.7,3,0,Não,4,Carro Próprio,Presencial,1,3,1,2,3,2,Não,3,Sim
1304,Diego Borges Bastos,131.054.292-98,35,Masculino,Casado,Não,Não,1,Ciência da Computação,2,Analista de QA,1,1,0,Sustentação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),1,2722.8,1,0,Não,8,Outro,Presencial,3,4,4,4,3,3,Não,3,Não
1305,Hugo Guimarães Campos,069.282.585-19,37,Masculino,Casado,Não,Não,2,Ciência da Computação,1,Engenheiro(a) de Machine Learning,1,1,0,Inovação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,3928.6,3,0,Não,19,Outro,Remoto,2,1,2,3,4,0,Não,3,Não
1306,Vanessa Siqueira Lopes,014.272.028-34,27,Feminino,Divorciado,Não,Não,4,Ciência da Computação,6,Analista de QA,1,1,0,Inovação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,2809.2,1,0,Não,2,Outro,Remoto,2,4,1,3,3,0,Não,3,Não
1307,Diego Correia Teixeira,884.734.113-23,35,Masculino,Divorciado,Não,Não,2,Outros ,3,Analista de QA,1,1,0,Inovação,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),0,2341.2,1,0,Não,4,Transporte público,Remoto,4,3,4,3,3,2,Não,3,Não
1308,Luciana Ferreira Teixeira,672.961.742-00,36,Feminino,Casado,Não,Não,4,Ciência da Computação,3,Engenheiro(a) de Machine Learning,1,1,1,Inovação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,4444.7,3,0,Não,5,Outro,Presencial,1,4,1,2,3,0,Sim,4,Sim
1309,Monica Costa Miranda,525.732.235-82,36,Feminino,Casado,Não,Não,3,Ciência da Computação,3,Analista de QA,1,1,0,Inovação,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),0,3645.6,3,0,Não,6,Transporte público,Remoto,3,2,4,4,3,0,Não,3,Não
1310,Davi Ribeiro Lima,475.172.080-55,35,Masculino,Casado,Não,Não,2,Ciência da Computação,5,Analista de QA,1,1,0,Sustentação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),1,3228,1,0,Não,7,Outro,Remoto,4,4,4,2,3,4,Não,2,Não
1311,Ricardo Almeida Siqueira,951.180.346-80,57,Masculino,Divorciado,Não,Não,3,Marketing,3,Gerente de Projetos,4,1,0,Inovação,Sim,Raramente_Viaja,3,Vendas,0,14118,1,0,Não,29,Outro,Presencial,4,3,4,2,3,4,Não,2,Sim
1312,Marcos Rocha Silva,333.604.374-38,30,Masculino,Solteiro,Não,Não,3,Bioinformática,3,SDR (Sales Development Representative),1,1,0,Outros,Não,Raramente_Viaja,4,Vendas,0,1297.2,1,0,Não,9,Transporte público,Presencial,3,3,4,3,3,2,Não,2,Não
1313,Manoel Moraes Rodrigues,599.029.971-04,22,Masculino,Solteiro,Não,Não,1,Ciência da Computação,2,Engenheiro(a) de Machine Learning,1,1,0,Sustentação,Não,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,3213.6,2,0,Não,7,Carro Próprio,Remoto,1,1,2,3,4,0,Sim,3,Sim
1314,Daniel Pires Vieira,118.280.315-69,38,Masculino,Casado,Não,Não,2,Ciência da Computação,3,Analista de QA,1,1,0,Inovação,Sim,Frequentemente_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,2042.4,1,0,Não,2,Carro Próprio,Remoto,3,3,4,3,4,3,Sim,3,Não
1315,Jessica Guimarães Pereira,901.033.049-40,59,Feminino,Casado,Não,Não,3,Bioinformática,3,Analista de QA,1,1,0,Sustentação,Sim,Raramente_Viaja,2,Pesquisa e Desenvolvimento (P&D),0,3204,4,0,Não,3,Carro Próprio,Presencial,2,1,1,4,4,4,Sim,2,Não
1316,Guilherme Rocha Martins,344.242.061-06,30,Masculino,Divorciado,Não,Não,1,Ciência da Computação,2,Analista de QA,1,1,0,Inovação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,3231.6,1,0,Não,24,Outro,Remoto,4,2,3,3,4,0,Não,3,Não
1317,Hugo Rocha Peixoto,758.837.262-16,38,Masculino,Casado,Não,Não,3,Bioinformática,2,Arquiteto(a) de Soluções,2,1,0,Sustentação,Sim,Raramente_Viaja,4,Pesquisa e Desenvolvimento (P&D),0,7350.92,3,1,Não,18,Transporte público,Remoto,4,3,4,1,3,0,Sim,3,Sim
1318,Pedro Souza Cardoso,624.668.192-10,55,Masculino,Casado,Não,Não,3,Bioinformática,2,Diretor(a) de Tecnologia,5,1,0,Outros,Sim,Raramente_Viaja,1,Pesquisa e Desenvolvimento (P&D),0,24749.4,2,0,Não,2,Outro,Presencial,2,2,1,2,3,0,Não,3,Não
1319,Leonardo Borges Soares,972.043.150-49,22,Masculino,Divorciado,Não,Não,2,Bioinformática,2,Analista de QA,1,1,0,Inovação,Não,Nao_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,3522,4,0,Não,16,Outro,Remoto,3,2,4,4,3,4,Sim,2,Não
1320,Mateus Martins Ferreira,445.843.622-89,33,Masculino,Solteiro,Não,Não,3,Bioinformática,3,Analista de QA,1,1,1,Sustentação,Sim,Raramente_Viaja,3,Pesquisa e Desenvolvimento (P&D),0,2995.2,1,0,Não,2,Transporte público,Remoto,3,4,4,3,3,2,Não,3,Não
1321,Enzo Campos Pires,840.150.236-50,30,Masculino,Casado,Não,Não,1,Curso Técnico,3,SDR (Sales Development Representative),1,1,0,Outros,Sim,Raramente_Viaja,1,Vendas,0,2971.2,2,0,Não,2,Outro,Presencial,2,1,2,3,3,0,Não,3,Não
